"EmployeeNumber","Surname","GivenName","Gender","City","JobTitle","DepartmentName","StoreLocation","Division","Age","LengthService","AbsentHours","BusinessUnit","AbsenceRate"
5927,"Lea","Martha","F","Chase","Dairy Person","Dairy","Kamloops","Stores",36.46443733,3.932853186,31.58532772,"Stores",1.864622804
5928,"Kendrick","Albert","M","Cumberland","Produce Clerk","Produce","Victoria","Stores",44.82562383,5.234987829,8.834687687,"Stores",3.4396334
5929,"Kimble","Richard","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",44.86863344,4.830150345,117.1605322,"Stores",3.4848361
5930,"Richardson","Jeffery","M","Grand Forks","Baker","Bakery","Grand Forks","Stores",56.8966592,3.796593207,168.9988778,"Stores",6.012625621
5931,"Morgan","Wade","M","Whistler","Dairy Person","Dairy","Squamish","Stores",30.96599476,6.103473371,50.14941839,"Stores",0.555987723
5932,"Ferguson","Sean","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",36.3509761,4.167226951,1.15181457,"Stores",1.820527587
5933,"Collins","Rebecca","F","Houston","Shelf Stocker","Processed Foods","Terrace","Stores",36.06196958,5.645853404,5.849351421,"Stores",1.628727646
5934,"Davenport","Thelma","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",45.15444385,5.609547332,65.87226603,"Stores",3.472422961
5935,"Brown","Joe","M","Gold Bridge","Dairy Person","Dairy","Kamloops","Stores",21.38959867,3.117720035,0,"Stores",-1.113213182
5936,"Shook","Anthony","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",33.28040276,4.589187128,0,"Stores",1.160967226
5937,"Coldiron","Pearlie","F","Burnaby","Dairy Person","Dairy","Burnaby","Stores",45.16166654,8.740826284,92.07815765,"Stores",3.191592719
5938,"Severson","Martha","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",34.64478081,6.053399332,0,"Stores",1.305130976
5939,"Wood","Terry","F","Prince George","Dairy Person","Dairy","Prince George","Stores",59.66565208,4.811692145,184.8620269,"Stores",6.481588323
5940,"Bonner","Joyce","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",65.26593286,4.928609221,192.0415082,"Stores",7.604609748
5941,"Flores","Carol","F","Whistler","Dairy Person","Dairy","Squamish","Stores",43.45134814,5.728011279,59.11202897,"Stores",3.117016834
5942,"Grothe","Chris","F","Toad River","Dairy Person","Dairy","Fort Nelson","Stores",27.54558659,4.976935191,0,"Stores",-0.034782477
5943,"Wright","Latoya","F","Victoria","Produce Clerk","Produce","Victoria","Stores",52.78995239,6.34395415,98.49152139,"Stores",4.951729928
5944,"Gross","Cindy","F","Rutland","Dairy Person","Dairy","Kelowna","Stores",42.47646167,6.496667926,47.06854993,"Stores",2.850392293
5945,"Lebouef","Erica","F","Prince George","Dairy Person","Dairy","Prince George","Stores",37.91665959,6.681582374,85.43156934,"Stores",1.910764998
5946,"Weston","Ronald","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",34.23015822,3.723717341,0,"Stores",1.431232892
5947,"Herrera","Celia","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",60.67265631,5.473732586,161.8550335,"Stores",6.625733147
5948,"Kirkwood","Wilma","F","Aldergrove","Baker","Bakery","Aldergrove","Stores",57.57876271,6.237280233,115.577602,"Stores",5.930657577
5949,"Grubbs","Angela","F","Kelowna","Dairy Person","Dairy","Kelowna","Stores",51.57523955,7.027422908,73.50538292,"Stores",4.644241638
5950,"Lopez","Geraldine","F","Nanaimo","Dairy Person","Dairy","Nanaimo","Stores",28.24916293,4.220004753,1.465307475,"Stores",0.175868602
5951,"Sanderson","Valerie","F","Hedley","Shelf Stocker","Processed Foods","Princeton","Stores",43.8031066,5.96529226,68.48077287,"Stores",3.166825384
5952,"Salazar","Jaime","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",29.7637129,6.710574828,0,"Stores",0.257900301
5953,"Rosier","Linda","F","Burnaby","Dairy Person","Dairy","Burnaby","Stores",39.0956894,6.033777075,61.27342688,"Stores",2.207815484
5954,"McArthur","Charles","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",27.16348702,5.255636773,3.808595393,"Stores",-0.137249467
5955,"Dickerson","Theodore","M","Victoria","Produce Clerk","Produce","Victoria","Stores",49.42513005,6.96490659,108.2519551,"Stores",4.214670534
5956,"Charon","Sue","F","Revelstoke","Dairy Person","Dairy","Kelowna","Stores",35.1446643,6.381457276,43.47127807,"Stores",1.376737992
5957,"Haase","Robert","M","Spillimacheen","Dairy Person","Dairy","Kelowna","Stores",41.74611549,8.116649172,95.1432811,"Stores",2.556516619
5958,"Fernandez","Grant","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",38.40667304,5.451778446,0,"Stores",2.120819134
5959,"Mayfield","Ann","F","White Rock","Cashier","Customer Service","White Rock","Stores",54.74189439,6.631285068,139.0784407,"Stores",5.320922064
5960,"Thomas","Perla","F","Union Bay","Dairy Person","Dairy","Nanaimo","Stores",43.90662073,5.880298486,92.96372814,"Stores",3.195440234
5961,"Dinges","Rosa","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",36.41725486,5.96015836,37.4460092,"Stores",1.672306172
5962,"Ebert","John","M","Hope","Dairy Person","Dairy","Chilliwack","Stores",39.17302595,5.958992072,42.9835272,"Stores",2.230211343
5963,"Joyce","Micah","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",45.34128459,4.813206357,48.92070708,"Stores",3.582033715
5964,"Heath","Margie","F","New Westminster","Dairy Person","Dairy","New Westminster","Stores",45.44313183,4.231649521,91.0686549,"Stores",3.6550775
5965,"Ecker","Vernice","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",44.45670841,4.522060796,85.41792283,"Stores",3.429232698
5966,"Machen","Leatha","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",40.13034318,5.206005245,51.4222282,"Stores",2.491866994
5967,"Beard","Virginia","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",50.55796962,6.938854387,123.280255,"Stores",4.446319068
5969,"Luna","Mildred","F","Oliver","Dairy Person","Dairy","Kelowna","Stores",39.89672051,6.638217235,89.8353039,"Stores",2.315461761
5970,"McCoy","Linda","F","Victoria","Produce Clerk","Produce","Victoria","Stores",54.05396642,5.846586698,135.6866589,"Stores",5.252419877
5971,"Edwards","Laura","F","Richmond","Baker","Bakery","Richmond","Stores",43.42660148,6.283774861,43.83676645,"Stores",3.061904423
5972,"Perry","Sherrill","F","Kitwanga","Shelf Stocker","Processed Foods","Terrace","Stores",56.11297491,3.682860179,150.4954073,"Stores",5.864252133
5973,"Perry","Roy","M","Victoria","Produce Clerk","Produce","Victoria","Stores",38.50838176,5.428917612,14.93603787,"Stores",2.143467117
5974,"Buchanan","Randy","M","Toad River","Dairy Person","Dairy","Fort Nelson","Stores",41.25540164,4.136458502,31.32329081,"Stores",2.816014041
5975,"Carleton","Lillie","F","Burnaby","Dairy Person","Dairy","Burnaby","Stores",51.28730358,3.40636337,103.0822029,"Stores",4.912407134
5976,"Bushey","Isaac","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",45.27223368,5.531776181,74.84327014,"Stores",3.503276242
5977,"Mazzarella","Lillian","F","Summerland","Dairy Person","Dairy","Kelowna","Stores",34.47132504,5.82113677,42.00913541,"Stores",1.290960535
5978,"Randle","Mary","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",45.58066838,7.03561074,87.88843345,"Stores",3.430132762
5979,"Chee","Rebecca","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",40.83997723,6.340682445,102.0674389,"Stores",2.533211324
5980,"Clarke","Elise","F","Fort Langley","Dairy Person","Dairy","Langley","Stores",33.15493023,4.01923088,49.88354449,"Stores",1.186953034
5982,"Bennett","William","M","Fort Langley","Dairy Person","Dairy","Langley","Stores",32.12482244,7.110190484,10.76970124,"Stores",0.699789958
5983,"Hamilton","Robert","M","Beaver Valley","Dairy Person","Dairy","Williams Lake","Stores",54.59440967,4.419773011,82.57668389,"Stores",5.490442484
5984,"Jaramillo","Stacy","F","Elko","Baker","Bakery","Cranbrook","Stores",41.17137924,6.953685942,77.37630858,"Stores",2.54502722
5985,"Campbell","Jennifer","F","Fraser Lake","Dairy Person","Dairy","Prince George","Stores",36.62894607,4.844000355,1.122233205,"Stores",1.81577921
5986,"Murphy","Nancy","F","Willow Point","Dairy Person","Dairy","Trail","Stores",30.52962719,6.141314566,0,"Stores",0.464250394
5987,"Mayo","Catherine","F","Victoria","Baker","Bakery","Victoria","Stores",43.33137722,4.904032091,72.82388632,"Stores",3.167017
5988,"Howell","Michelle","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",45.56510589,5.97890124,79.87380939,"Stores",3.522247593
5989,"McKenzie","Leo","M","Penticton","Dairy Person","Dairy","Kelowna","Stores",42.35793916,4.885980827,89.39112444,"Stores",2.971609212
5990,"Buggs","Lauren","F","Abbotsford","Produce Clerk","Produce","Abbotsford","Stores",32.19205501,6.025232973,2.609871798,"Stores",0.811210093
5991,"Fisk","Guy","M","Richmond","Baker","Bakery","Richmond","Stores",38.05926541,6.121625252,23.25546739,"Stores",1.990111528
5992,"McDonald","Stephanie","F","Nanaimo","Dairy Person","Dairy","Nanaimo","Stores",56.60978808,4.125751454,145.7800332,"Stores",5.924885185
5993,"McDermott","Reba","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",44.51438274,8.253326928,103.3912307,"Stores",3.104524191
5994,"Hauk","Gregory","M","Woss","Baker","Bakery","Cranbrook","Stores",32.81591417,4.853636975,14.70166591,"Stores",1.04310857
5995,"Miller","Julia","F","Houston","Shelf Stocker","Processed Foods","Terrace","Stores",53.90680255,2.869166009,129.0915004,"Stores",5.491053715
5996,"Naquin","Julio","M","Taylor","Baker","Bakery","Fort St John","Stores",41.97396823,5.260918403,0,"Stores",2.860087534
5997,"Coffey","Steven","M","Hemlock Valley","Dairy Person","Dairy","Chilliwack","Stores",33.78859664,3.342023368,0,"Stores",1.376266322
5998,"Barrera","Louis","M","Cranbrook","Baker","Bakery","Cranbrook","Stores",45.91747218,6.124156189,54.53693161,"Stores",3.580475539
5999,"Anthony","Tom","M","Ashcroft","Dairy Person","Dairy","Kamloops","Stores",40.51819863,6.377497481,51.71547211,"Stores",2.464760642
6000,"Ostler","Rebecca","F","Elko","Baker","Bakery","Cranbrook","Stores",35.21612893,7.722153698,32.86509063,"Stores",1.270336311
6001,"Gray","Lori","F","New Westminster","Dairy Person","Dairy","New Westminster","Stores",32.6295766,4.273757934,0,"Stores",1.057669151
6002,"McLeod","Jeannette","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",24.44316645,5.199757423,0,"Stores",-0.682836243
6003,"Allen","Steven","M","Lumby","Shelf Stocker","Processed Foods","Vernon","Stores",40.14574572,7.449701567,54.54129377,"Stores",2.292710121
6004,"Hurst","Angela","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",55.80650242,6.248839124,99.52853813,"Stores",5.570889481
6005,"Coakley","Gregory","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",47.88341422,5.816503754,118.5055589,"Stores",4.006140601
6006,"Tsan","Howard","M","Nanaimo","Dairy Person","Dairy","Nanaimo","Stores",39.55491868,4.965694754,56.80432779,"Stores",2.397058961
6007,"Brock","Maryam","F","New Westminster","Dairy Person","Dairy","New Westminster","Stores",34.35859735,4.98535073,18.36985277,"Stores",1.34349123
6008,"Johnson","Frances","F","Burnaby","Dairy Person","Dairy","Burnaby","Stores",34.65103199,7.093278384,56.35092286,"Stores",1.212648733
6009,"Stone","Patrick","M","Surrey","Dairy Person","Dairy","Surrey","Stores",58.92157904,2.122023339,115.5441845,"Stores",6.57345931
6010,"Closson","Alfred","M","New Westminster","Dairy Person","Dairy","New Westminster","Stores",31.26376337,5.743431293,2.055341124,"Stores",0.648718188
6011,"Patel","Polly","F","Vavenby","Dairy Person","Dairy","Kamloops","Stores",24.80564702,4.485902165,0,"Stores",-0.545110233
6012,"Deal","Mary","F","Victoria","Baker","Bakery","Victoria","Stores",45.8196309,8.367642035,85.25189701,"Stores",3.358415778
6013,"Jasper","Jennifer","F","Tatla Lake","Dairy Person","Dairy","Williams Lake","Stores",38.58448386,3.825244602,47.43704793,"Stores",2.303445976
6014,"Aust","Edith","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",35.370469,6.349965492,49.42982206,"Stores",1.425282541
6015,"Mayor","Cory","F","Trail","Dairy Person","Dairy","Trail","Stores",43.88251773,4.528214371,95.57036469,"Stores",3.312455086
6016,"Cardenas","John","M","Ashcroft","Dairy Person","Dairy","Kamloops","Stores",50.01467989,6.327324249,120.2007516,"Stores",4.391481814
6017,"Madden","Joshua","M","Burnaby","Dairy Person","Dairy","Burnaby","Stores",24.06798548,3.45302154,0,"Stores",-0.601304854
6018,"Hiner","Alex","M","Richmond","Baker","Bakery","Richmond","Stores",21.73986192,5.348069908,0,"Stores",-1.24338715
6019,"Hoskins","Jacob","M","Port Coquitlam","Cashier","Customer Service","Port Coquitlam","Stores",47.19598053,5.777284169,56.84548314,"Stores",3.870531788
6020,"Franklin","Fidel","M","Kelowna","Dairy Person","Dairy","Kelowna","Stores",35.08648083,3.716603675,27.80325147,"Stores",1.605203833
6021,"Briley","Mei","F","Surrey","Dairy Person","Dairy","Surrey","Stores",36.32287527,4.234031033,0,"Stores",1.808817107
6022,"Farley","Kristina","F","Elko","Baker","Bakery","Cranbrook","Stores",51.62936259,7.303730126,127.4698271,"Stores",4.63028702
6023,"Rubio","Tonia","F","Campbell River","Dairy Person","Dairy","Nanaimo","Stores",45.22885294,6.013903537,92.02149433,"Stores",3.451030556
6024,"Robbins","Brooke","F","Burnaby","Dairy Person","Dairy","Burnaby","Stores",46.56261637,5.730725044,61.15016557,"Stores",3.746528953
6025,"Rodriguez","Barbara","F","Burnaby","Dairy Person","Dairy","Burnaby","Stores",51.74005984,6.370779575,97.45826701,"Stores",4.736801125
6026,"Rojas","Sandy","F","Campbell River","Dairy Person","Dairy","Nanaimo","Stores",32.06356926,8.087986383,23.1867645,"Stores",0.599240993
6027,"Weber","Mildred","F","Langley","Dairy Person","Dairy","Langley","Stores",42.26240358,4.555378652,51.90928522,"Stores",2.98207627
6028,"Casey","Marty","M","Vernon","Shelf Stocker","Processed Foods","Vernon","Stores",41.51152603,7.417704511,16.09860174,"Stores",2.572044505
6029,"Amar","Delores","F","Abbotsford","Produce Clerk","Produce","Abbotsford","Stores",54.3396788,2.537737901,50.86232683,"Stores",5.608551916
6030,"Davis","Suzanne","F","Campbell River","Dairy Person","Dairy","Nanaimo","Stores",40.71170866,7.677756833,37.37128827,"Stores",2.386707862
6031,"Higgins","Michael","M","Kaslo","Baker","Bakery","Cranbrook","Stores",58.49362322,6.982603289,154.1669962,"Stores",6.048643319
6032,"Collin","Kimberly","F","Kamloops","Dairy Person","Dairy","Kamloops","Stores",37.90932723,6.23385766,62.0406025,"Stores",1.949644285
6033,"Lietz","Maxine","F","Abbotsford","Produce Clerk","Produce","Abbotsford","Stores",50.03620203,6.86553291,94.64938639,"Stores",4.347317362
6034,"Brandon","Stephan","M","Vananda","Shelf Stocker","Processed Foods","Nanaimo","Stores",29.51149592,6.827940211,0,"Stores",0.196267893
6035,"Banner","Julia","F","Jaffray","Baker","Bakery","Cranbrook","Stores",52.12789987,4.930899261,113.3149221,"Stores",4.945113058
6036,"Jacobs","Dionne","F","Port Hardy","Shelf Stocker","Processed Foods","Nanaimo","Stores",48.87261479,6.313756154,86.56303541,"Stores",4.161537789
6037,"Prosperie","Rachel","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",46.02566279,5.508366062,76.86561705,"Stores",3.657889509
6038,"Robles","Jacob","M","Duncan","Dairy Person","Dairy","Quesnel","Stores",54.76638392,6.2594623,167.0034408,"Stores",5.35939973
6039,"Narvaez","Forrest","M","Whistler","Dairy Person","Dairy","Squamish","Stores",45.16282988,5.177275488,61.77703167,"Stores",3.513090719
6040,"Sawyer","Andre","M","Whistler","Dairy Person","Dairy","Squamish","Stores",49.84143075,4.902566465,96.90520345,"Stores",4.48485946
6041,"Martinez","Wanda","F","Kitwanga","Shelf Stocker","Processed Foods","Terrace","Stores",41.69580839,6.30138428,33.15362711,"Stores",2.709984299
6042,"Walker","Lucinda","F","Invermere","Baker","Bakery","Cranbrook","Stores",42.02578131,5.866512598,100.2627209,"Stores",2.815979354
6043,"Johnson","Angela","F","Surrey","Dairy Person","Dairy","Surrey","Stores",55.36955828,3.224736092,149.8181493,"Stores",5.755076955
6044,"Johns","Agnes","F","Prince George","Shelf Stocker","Processed Foods","Prince George","Stores",27.89261144,4.55885267,0,"Stores",0.073150505
6045,"Leal","Wei","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",37.39242098,5.77098948,8.087891465,"Stores",1.886745126
6046,"Vazquez","Hobert","M","Penticton","Dairy Person","Dairy","Kelowna","Stores",31.98444279,5.687064999,41.00388772,"Stores",0.799673614
6047,"Fricks","Robert","M","Kelowna","Dairy Person","Dairy","Kelowna","Stores",39.37934711,7.399896528,109.7397952,"Stores",2.142072196
6048,"Ortega","Jane","F","Langley","Dairy Person","Dairy","Langley","Stores",34.39048954,4.69953189,30.82981001,"Stores",1.375713823
6049,"Moreira","Teresa","F","Vanderhoof","Shelf Stocker","Processed Foods","Prince George","Stores",54.35239614,6.371065135,75.47398397,"Stores",5.265542543
6050,"Colter","Rosemarie","F","Victoria","Baker","Bakery","Victoria","Stores",36.71287827,6.356616563,94.97666134,"Stores",1.696402135
6051,"Tatum","Albert","M","Kamloops","Dairy Person","Dairy","Kamloops","Stores",41.97445394,5.672747455,102.1764365,"Stores",2.823058485
6052,"Valentine","James","M","Kamloops","Dairy Person","Dairy","Kamloops","Stores",48.04310236,6.280707153,46.84653221,"Stores",3.996614299
6053,"Mecham","Son","M","Vernon","Shelf Stocker","Processed Foods","Vernon","Stores",53.36649292,8.493030455,75.30115459,"Stores",4.874684109
6054,"Baker","Lisa","F","Creston","Baker","Bakery","Cranbrook","Stores",55.40879637,6.001516926,107.0642925,"Stores",5.512685845
6055,"Morison","Valeria","F","Richmond","Baker","Bakery","Richmond","Stores",52.12582261,6.617541046,129.0542275,"Stores",4.792637853
6056,"Meekins","Cindy","F","Nelson","Produce Clerk","Produce","Nelson","Stores",35.56772985,3.765960611,30.7032993,"Stores",1.698164571
6057,"Williamson","Fred","M","Union Bay","Shelf Stocker","Processed Foods","Nanaimo","Stores",47.79471283,6.494053831,68.26299448,"Stores",3.92710367
6058,"Patton","Marie","F","Kamloops","Dairy Person","Dairy","Kamloops","Stores",65.87537918,2.214234166,222.2453676,"Stores",7.972676077
6059,"Garcia","Emily","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",48.16898109,5.455040629,82.29714125,"Stores",4.096529402
6060,"Honea","Mary","F","Victoria","Baker","Bakery","Victoria","Stores",48.65440775,5.454332902,58.37849594,"Stores",4.194849191
6061,"Suh","Margaret","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",45.39816398,7.810114181,127.5499003,"Stores",3.32336844
6062,"Burgess","Paula","F","Sicamous","Dairy Person","Dairy","Kelowna","Stores",41.70619259,6.622965887,79.33544973,"Stores",2.683094839
6063,"Parker","Cheryl","F","Chase","Dairy Person","Dairy","Kamloops","Stores",37.28188709,4.547635224,11.67385873,"Stores",1.974660062
6064,"Schweitzer","Cierra","F","New Westminister","Produce Clerk","Produce","New Westminister","Stores",42.05775778,3.327816064,76.0136305,"Stores",3.051321255
6065,"Cooper","James","M","Duncan","Shelf Stocker","Processed Foods","Quesnel","Stores",56.42807401,4.925683474,100.8084598,"Stores",5.815988388
6066,"Witt","Caitlin","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",42.24058425,6.301043758,45.00525877,"Stores",2.820283949
6067,"Hinkle","Kathleen","F","Chetwynd","Shelf Stocker","Processed Foods","Prince George","Stores",46.19724347,7.671949095,112.0984361,"Stores",3.497567304
6068,"Romo","Patricia","F","Jaffray","Baker","Bakery","Cranbrook","Stores",52.21552688,5.315812003,102.9273725,"Stores",4.928148987
6069,"Delvalle","Frederick","M","Kelowna","Dairy Person","Dairy","Kelowna","Stores",45.05112443,4.478822789,21.39659644,"Stores",3.553447402
6070,"Mendez","Ryan","M","Port Alice","Shelf Stocker","Processed Foods","Nanaimo","Stores",35.59127314,5.691182879,22.51343262,"Stores",1.529366669
6071,"Lucky","James","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",62.90963117,6.29599987,149.0196177,"Stores",7.004393461
6072,"Ross","Mark","M","New Westminster","Dairy Person","Dairy","New Westminster","Stores",41.65560904,4.282059867,47.9541507,"Stores",2.883894352
6073,"Webb","Ruth","F","Qualicum Beach","Shelf Stocker","Processed Foods","Nanaimo","Stores",54.39521119,3.926212062,101.3556803,"Stores",5.494618088
6074,"Roebuck","Frederick","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",45.95868352,4.960632797,60.09125832,"Stores",3.693711576
6075,"Merrick","Gary","M","Penticton","Dairy Person","Dairy","Kelowna","Stores",22.77205168,6.073667912,0,"Stores",-1.099874348
6076,"Trisler","Lisa","F","Fort St John","Baker","Bakery","Fort St John","Stores",41.65381785,7.310698897,80.60378373,"Stores",2.610492828
6077,"Duarte","Daniel","M","Victoria","Baker","Bakery","Victoria","Stores",37.81145098,2.487870357,0,"Stores",2.267542605
6078,"Keefe","Stephanie","F","Richmond","Baker","Bakery","Richmond","Stores",28.20310825,4.113265357,0,"Stores",0.176169409
6079,"Byrd","Robert","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",44.46178739,8.962787071,84.72171254,"Stores",3.029918773
6080,"Trail","Johanna","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",33.82838365,5.009959721,46.4807758,"Stores",1.23395127
6081,"Adler","Carl","M","Chilliwack","Dairy Person","Dairy","Chilliwack","Stores",43.01463815,3.074624225,69.61472288,"Stores",3.267830782
6082,"Shell","David","M","New Westminster","Dairy Person","Dairy","New Westminster","Stores",46.71738994,4.508179996,109.1021702,"Stores",3.888072243
6083,"Volkman","Catherine","F","Vancouver","Baker","Bakery","Vancouver","Stores",25.25596785,6.214616165,0,"Stores",-0.609807727
6084,"Febus","Patrick","M","Vancouver","Baker","Bakery","Vancouver","Stores",35.0519545,6.283463523,20.49250632,"Stores",1.366806822
6085,"Roman","Cathie","F","Vancouver","Baker","Bakery","Vancouver","Stores",30.15976433,6.563478016,27.64559124,"Stores",0.351326829
6086,"Strickland","Eduardo","M","Celista","Dairy Person","Dairy","Kamloops","Stores",36.12217699,4.370603253,13.38530506,"Stores",1.755881139
6087,"Robinson","Timothy","M","Sardis","Dairy Person","Dairy","Chilliwack","Stores",56.81995198,4.843305863,120.1328594,"Stores",5.90273557
6088,"Smith","James","M","Huntingdon","Produce Clerk","Produce","Abbotsford","Stores",41.56355046,5.814740344,66.24128538,"Stores",2.727085861
6089,"Dillinger","Ginger","F","Vancouver","Baker","Bakery","Vancouver","Stores",39.66734469,5.137429327,43.05511606,"Stores",2.404333012
6090,"Culpepper","Francisco","M","Vancouver","Baker","Bakery","Vancouver","Stores",41.977293,4.623453187,89.00185205,"Stores",2.918229502
6091,"Harrison","Maude","F","Iskut","Cashier","Customer Service","Terrace","Stores",29.79725623,6.545956649,0,"Stores",0.279530578
6092,"Matz","Shawn","M","New Westminister","Produce Clerk","Produce","New Westminister","Stores",53.57289817,5.292284654,119.2360833,"Stores",5.205017724
6093,"Gibbs","Nancy","F","Klemtu","Dairy Person","Dairy","Bella Bella","Stores",41.37497734,4.829620485,38.48482641,"Stores",2.777727358
6094,"Caldwell","James","M","Port Hardy","Shelf Stocker","Processed Foods","Nanaimo","Stores",51.06942093,6.62309813,101.7906572,"Stores",4.578308918
6095,"Matteo","Daniel","M","Squamish","Dairy Person","Dairy","Squamish","Stores",42.06551215,4.644001737,31.58885149,"Stores",2.93423358
6096,"Stone","Michelle","F","North Vancouver","Dairy Person","Dairy","North Vancouver","Stores",54.47592451,6.022957128,113.8781488,"Stores",5.321928877
6097,"Keys","Ashley","F","Houston","Cashier","Customer Service","Terrace","Stores",39.50994403,5.405181164,0,"Stores",2.348334832
6098,"Charles","Bryant","M","Vernon","Shelf Stocker","Processed Foods","Vernon","Stores",54.4915034,5.472711662,130.297324,"Stores",5.374688154
6099,"Ledet","Gerald","M","Victoria","Baker","Bakery","Victoria","Stores",64.73894286,4.157364192,115.0251668,"Stores",7.567470423
6100,"Sorg","Crystal","F","Port Alberni","Shelf Stocker","Processed Foods","Nanaimo","Stores",25.37585284,6.814685782,0,"Stores",-0.639639309
6101,"Wiese","Cliff","M","Vancouver","Baker","Bakery","Vancouver","Stores",41.70882809,4.139642678,57.9142197,"Stores",2.907505751
6102,"Canales","Maria","F","Ashcroft","Dairy Person","Dairy","Kamloops","Stores",38.59139333,7.41830137,39.71137016,"Stores",1.980921973
6103,"Simon","Pamela","F","Surrey","Dairy Person","Dairy","Surrey","Stores",23.21721485,8.44748932,0,"Stores",-1.22377377
6104,"Hinman","Janet","F","Cranbrook","Baker","Bakery","Cranbrook","Stores",25.46078591,7.259392767,0,"Stores",-0.662539257
6105,"Strickland","Jamie","F","Kamloops","Dairy Person","Dairy","Kamloops","Stores",37.10676915,7.042837339,36.09179865,"Stores",1.714265792
6106,"Titsworth","James","M","Vernon","Shelf Stocker","Processed Foods","Vernon","Stores",39.74127154,5.757935505,3.72451025,"Stores",2.363356565
6107,"Echavarria","Patricia","F","New Westminster","Dairy Person","Dairy","New Westminster","Stores",44.25323684,9.006456937,59.97672178,"Stores",2.983768782
6108,"Hamilton","Joshua","M","Burnaby","Dairy Person","Dairy","Burnaby","Stores",35.44219482,4.146910189,15.51478712,"Stores",1.638411321
6109,"Yates","Christine","F","Vancouver","Baker","Bakery","Vancouver","Stores",44.69207479,4.290894259,110.1780186,"Stores",3.497713792
6110,"Marcy","Eric","M","Pouce Coupe","Baker","Bakery","Fort St John","Stores",40.65280091,9.063055588,23.66601708,"Stores",2.249896294
6111,"Smith","Stephen","M","Princeton","Baker","Bakery","Princeton","Stores",61.90997694,3.607704916,142.0141691,"Stores",7.044407996
6112,"Osborn","David","M","Port Mcneill","Shelf Stocker","Processed Foods","Nanaimo","Stores",31.95667731,4.811609841,19.6553428,"Stores",0.872977911
6113,"Obannon","Michael","M","Nanaimo","Shelf Stocker","Processed Foods","Nanaimo","Stores",38.14618785,5.632391951,44.2984152,"Stores",2.051811176
6114,"Mrozek","John","M","North Pender Island","Baker","Bakery","Victoria","Stores",46.33837094,4.249048265,90.27766384,"Stores",3.83471574
6115,"Carlos","Angie","F","North Vancouver","Dairy Person","Dairy","North Vancouver","Stores",58.17988345,6.452142204,186.9147685,"Stores",6.032961072
6116,"Hernandez","Ashley","F","Lakelse Lake","Cashier","Customer Service","Terrace","Stores",45.98270849,6.460038094,58.63122287,"Stores",3.563399577
6117,"Moore","Tara","F","Campbell River","Shelf Stocker","Processed Foods","Nanaimo","Stores",57.1419897,3.44059197,123.4719341,"Stores",6.094377712
6118,"Turner","Jessica","F","Nelson","Produce Clerk","Produce","Nelson","Stores",36.87246266,5.189664021,42.68110874,"Stores",1.833907396
6119,"Taylor","Keith","M","Klemtu","Produce Clerk","Produce","Bella Bella","Stores",47.31954707,8.203902697,81.26608751,"Stores",3.676777694
6120,"Aguilar","Alice","F","Quadra Island","Baker","Bakery","Victoria","Stores",32.97079009,6.933423779,19.94428168,"Stores",0.886959557
6121,"Dean","Mckinley","M","Chilanko Forks","Dairy Person","Dairy","Williams Lake","Stores",43.51204404,7.368397415,49.67195688,"Stores",2.981417701
6122,"Penning","Estelle","F","Nanaimo","Shelf Stocker","Processed Foods","Nanaimo","Stores",37.58901941,2.512252412,32.20555511,"Stores",2.220321776
